"id","name","GEN.SPA","Force","Light","Chill","good_flaskid","LBB","L11","L15","F60"
"ILEVER06 HF DB_WL1_24","ILEVER06 HF DB","ILE.VER","W","L",1,"WL1_24",19,22,24,62
"ILEMUC 14 HF DB_WL1_23","ILEMUC 14 HF DB","ILE.MUC","W","L",1,"WL1_23",22,22,24,NA
"ILEVER04 HF DB_WL1_23","ILEVER04 HF DB","ILE.VER","W","L",1,"WL1_23",17,19,22,NA
"VACCOR 7 HF DB_WL1_23","VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_23",12,14,22,17
"CORCOR 15 HF DB_WL1_22","CORCOR 15 HF DB","COR.COR","W","L",1,"WL1_22",NA,NA,NA,NA
"PRUPEN 23 HF DB_WL1_22","PRUPEN 23 HF DB","PRU.PEN","W","L",1,"WL1_22",9,14,12,NA
"VACCOR 7 HF DB_WL1_22","VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_22",17,24,28,NA
"BETALL26 HF DB_WL1_21","BETALL26 HF DB","BET.ALL","W","L",1,"WL1_21",33,33,35,NA
"ILEMUC 13 HF DB_WL1_21","ILEMUC 13 HF DB","ILE.MUC","W","L",1,"WL1_21",30,33,35,35
"VACCOR 2 HF DB_WL1_21","VACCOR 2 HF DB","VAC.COR","W","L",1,"WL1_21",12,17,22,19
"ACERUB23 HF DB_WL1_20","ACERUB23 HF DB","ACE.RUB","W","L",1,"WL1_20",76,NA,73,28
"ACESAC13 HF DB_WL1_20","ACESAC13 HF DB","ACE.SAC","W","L",1,"WL1_20",48,NA,51,NA
"COMPER 6 HF DB_WL1_20","COMPER 6 HF DB","COM.PER","W","L",1,"WL1_20",14,22,30,17
"ACEPEN19 HF DB_WL1_2","ACEPEN19 HF DB","ACE.PEN","W","L",1,"WL1_2",14,24,26,NA
"COMPER 5 HF DB_WL1_2","COMPER 5 HF DB","COM.PER","W","L",1,"WL1_2",24,28,35,17
"VIBACE06 HF DB_WL1_2","VIBACE06 HF DB","VIB.ACE","W","L",1,"WL1_2",28,33,45,NA
"ILEVER07 HF DB_WL1_19","ILEVER07 HF DB","ILE.VER","W","L",1,"WL1_19",12,17,19,NA
"PRUVIR 2 HF DB_WL1_19","PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_19",33,30,37,NA
"VIBACE06 HF DB_WL1_19","VIBACE06 HF DB","VIB.ACE","W","L",1,"WL1_19",NA,NA,NA,NA
"ACESAC11 HF DB_WL1_18","ACESAC11 HF DB","ACE.SAC","W","L",1,"WL1_18",NA,68,70,NA
"CORCOR16 HF_WL1_18","CORCOR16 HF","COR.COR","W","L",1,"WL1_18",28,35,54,28
"VIBACE4 HF DB_WL1_18","VIBACE4 HF DB","VIB.ACE","W","L",1,"WL1_18",NA,NA,NA,NA
"ACEPEN14 HF DB_WL1_17","ACEPEN14 HF DB","ACE.PEN","W","L",1,"WL1_17",26,40,42,NA
"ACESAC17 HF DB_WL1_17","ACESAC17 HF DB","ACE.SAC","W","L",1,"WL1_17",62,NA,68,NA
"VIBACE11 HF DB_WL1_17","VIBACE11 HF DB","VIB.ACE","W","L",1,"WL1_17",26,33,40,NA
"ACEPEN16 HF DB_WL1_16","ACEPEN16 HF DB","ACE.PEN","W","L",1,"WL1_16",28,51,54,NA
"ACERUB28 HF DB_WL1_16","ACERUB28 HF DB","ACE.RUB","W","L",1,"WL1_16",NA,NA,NA,NA
"ILEVER06 HF DB_WL1_16","ILEVER06 HF DB","ILE.VER","W","L",1,"WL1_16",14,17,22,NA
"ACERUB23 HF DB_WL1_15","ACERUB23 HF DB","ACE.RUB","W","L",1,"WL1_15",62,65,68,33
"ILEVER05 HF DB_WL1_15","ILEVER05 HF DB","ILE.VER","W","L",1,"WL1_15",12,17,22,NA
"PRUVIR 4 HF DB_WL1_15","PRUVIR 4 HF DB","PRU.VIR","W","L",1,"WL1_15",26,28,33,NA
"BETALL31 HF DB_WL1_14","BETALL31 HF DB","BET.ALL","W","L",1,"WL1_14",35,37,42,NA
"COMPER 5 HF DB_WL1_14","COMPER 5 HF DB","COM.PER","W","L",1,"WL1_14",14,24,42,12
"CORCOR16_HF_WL1_14","CORCOR16_HF","COR.COR","W","L",1,"WL1_14",33,40,54,NA
"ACERUB22 HF DB_WL1_13","ACERUB22 HF DB","ACE.RUB","W","L",1,"WL1_13",NA,NA,NA,NA
"COMPER 3 HF DB_WL1_13","COMPER 3 HF DB","COM.PER","W","L",1,"WL1_13",28,30,45,37
"ILEVER05 HF DB_WL1_13","ILEVER05 HF DB","ILE.VER","W","L",1,"WL1_13",28,37,NA,NA
"PRUPEN 22 HF DB_WL1_12","PRUPEN 22 HF DB","PRU.PEN","W","L",1,"WL1_12",9,17,22,NA
"PRUVIR 3 HF DB_WL1_12","PRUVIR 3 HF DB","PRU.VIR","W","L",1,"WL1_12",NA,28,30,40
"VACCOR 9 HF DB_WL1_12","VACCOR 9 HF DB","VAC.COR","W","L",1,"WL1_12",9,14,17,NA
"PRUVIR 6 HF DB_WL1_11","PRUVIR 6 HF DB","PRU.VIR","W","L",1,"WL1_11",28,30,35,NA
"VACCOR 7 HF DB_WL1_11","VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_11",17,24,26,19
"VIBACE09 HF DB_WL1_11","VIBACE09 HF DB","VIB.ACE","W","L",1,"WL1_11",22,26,28,NA
"ACESAC12 HF DB_WL1_10","ACESAC12 HF DB","ACE.SAC","W","L",1,"WL1_10",NA,NA,NA,NA
"PRUVIR 2 HF DB_WL1_10","PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_10",28,33,37,NA
"VACCOR 6 HF DB_WL1_10","VACCOR 6 HF DB","VAC.COR","W","L",1,"WL1_10",14,17,22,24
"ACERUB27 HF DB_WL1_1","ACERUB27 HF DB","ACE.RUB","W","L",1,"WL1_1",NA,NA,NA,NA
"PRUPEN 24 HF DB_WL1_1","PRUPEN 24 HF DB","PRU.PEN","W","L",1,"WL1_1",7,14,22,22
"PRUVIR 2 HF DB_WL1_1","PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_1",33,37,48,NA
"ACEPEN15 HF DB_CS1_9","ACEPEN15 HF DB","ACE.PEN","C","S",1,"CS1_9",45,48,62,NA
"COMPER 8 HF DB_CS1_9","COMPER 8 HF DB","COM.PER","C","S",1,"CS1_9",40,51,62,35
"PRUPEN 21 HF DB_CS1_9","PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_9",30,35,48,NA
"COMPER 6 HF DB_CS1_8","COMPER 6 HF DB","COM.PER","C","S",1,"CS1_8",35,NA,NA,28
"CORCOR 16 HF DB_CS1_8","CORCOR 16 HF DB","COR.COR","C","S",1,"CS1_8",54,NA,NA,NA
"PRUPEN 22 HF DB_CS1_8","PRUPEN 22 HF DB","PRU.PEN","C","S",1,"CS1_8",12,35,40,37
"ACESAC11 HF DB_CS1_7","ACESAC11 HF DB","ACE.SAC","C","S",1,"CS1_7",86,91,97,NA
"BETALL26 HF DB_CS1_7","BETALL26 HF DB","BET.ALL","C","S",1,"CS1_7",30,56,65,NA
"PRUPEN 21 HF DB_CS1_7","PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_7",33,35,45,NA
"ACEPEN18 HF DB_CS1_6","ACEPEN18 HF DB","ACE.PEN","C","S",1,"CS1_6",30,45,51,51
"BETALL32 HF DB_CS1_6","BETALL32 HF DB","BET.ALL","C","S",1,"CS1_6",45,54,59,NA
"VACCOR 6 HF DB_CS1_6","VACCOR 6 HF DB","VAC.COR","C","S",1,"CS1_6",37,42,45,NA
"ACERUB28 HF DB_CS1_5","ACERUB28 HF DB","ACE.RUB","C","S",1,"CS1_5",NA,NA,NA,NA
"PRUVIR 7 HF DB_CS1_5","PRUVIR 7 HF DB","AME.SPP","C","S",1,"CS1_5",NA,NA,NA,NA
"VACCOR 9 HF DB_CS1_5","VACCOR 9 HF DB","VAC.COR","C","S",1,"CS1_5",17,26,30,NA
"COMPER 8 HF DB_CS1_4","COMPER 8 HF DB","COM.PER","C","S",1,"CS1_4",33,37,68,28
"VACCOR 9 HF DB_CS1_4","VACCOR 9 HF DB","VAC.COR","C","S",1,"CS1_4",12,19,30,NA
"VIBACE10 HF DB_CS1_4","VIBACE10 HF DB","VIB.ACE","C","S",1,"CS1_4",45,51,54,82
"ACESAC11 HF DB_CS1_3","ACESAC11 HF DB","ACE.SAC","C","S",1,"CS1_3",82,91,97,NA
"CORCOR14 HF DB_CS1_3","CORCOR14 HF DB","COR.COR","C","S",1,"CS1_3",54,NA,62,NA
"ILEVER03 HF DB_CS1_3","ILEVER03 HF DB","ILE.VER","C","S",1,"CS1_3",24,33,35,107
"ACERUB23 HF DB_CS1_24","ACERUB23 HF DB","ACE.RUB","C","S",1,"CS1_24",NA,NA,NA,NA
"VACCOR 3 HF DB_CS1_24","VACCOR 3 HF DB","VAC.COR","C","S",1,"CS1_24",17,26,33,37
"VIBACE02 HF DB_CS1_24","VIBACE02 HF DB","VIB.ACE","C","S",1,"CS1_24",48,54,62,97
"CORCOR 15 HF DB_CS1_23","CORCOR 15 HF DB","COR.COR","C","S",1,"CS1_23",68,79,82,40
"ILEMUC 12 HF DB_CS1_23","ILEMUC 12 HF DB","ILE.MUC","C","S",1,"CS1_23",NA,NA,NA,NA
"VACCOR 3 HF DB_CS1_23","VACCOR 3 HF DB","VAC.COR","C","S",1,"CS1_23",22,33,35,NA
"ACERUB28 HF DB_CS1_22","ACERUB28 HF DB","ACE.RUB","C","S",1,"CS1_22",89,NA,NA,NA
"COMPER 6 HF DB_CS1_22","COMPER 6 HF DB","COM.PER","C","S",1,"CS1_22",33,65,91,28
"CORCOR 15 HF DB_CS1_22","CORCOR 15 HF DB","COR.COR","C","S",1,"CS1_22",62,68,73,37
"BETALL26 HF DB_CS1_21","BETALL26 HF DB","BET.ALL","C","S",1,"CS1_21",51,54,65,NA
"ILEVER01 HF DB_CS1_21","ILEVER01 HF DB","ILE.VER","C","S",1,"CS1_21",28,35,37,NA
"VIBACE07 HF DB_CS1_21","VIBACE07 HF DB","VIB.ACE","C","S",1,"CS1_21",42,45,51,NA
"ACERUB27 HF DB_CS1_20","ACERUB27 HF DB","ACE.RUB","C","S",1,"CS1_20",99,NA,NA,NA
"ILEMUC 13 HF DB_CS1_20","ILEMUC 13 HF DB","ILE.MUC","C","S",1,"CS1_20",NA,NA,NA,NA
"PRUPEN16 HF DB_CS1_20","PRUPEN16 HF DB","PRU.PEN","C","S",1,"CS1_20",9,26,37,NA
"ILEMUC 14 HF DB_CS1_2","ILEMUC 14 HF DB","ILE.MUC","C","S",1,"CS1_2",NA,NA,NA,NA
"PRUPEN 21 HF DB_CS1_2","PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_2",30,37,48,NA
"VIBACE4 HF DB_CS1_2","VIBACE4 HF DB","VIB.ACE","C","S",1,"CS1_2",56,56,68,NA
"ACEPEN18 HF DB_CS1_19","ACEPEN18 HF DB","ACE.PEN","C","S",1,"CS1_19",40,51,54,54
"ILEMUC 11 HF DB_CS1_19","ILEMUC 11 HF DB","ILE.MUC","C","S",1,"CS1_19",NA,NA,NA,NA
"PRUVIR 4 HF DB_CS1_19","PRUVIR 4 HF DB","PRU.VIR","C","S",1,"CS1_19",NA,NA,NA,NA
"ACEPEN19 HF DB_CS1_18","ACEPEN19 HF DB","ACE.PEN","C","S",1,"CS1_18",35,48,54,54
"PRUVIR 4 HF DB_CS1_18","PRUVIR 4 HF DB","PRU.VIR","C","S",1,"CS1_18",NA,NA,NA,NA
"VIBACE01 HF DB_CS1_18","VIBACE01 HF DB","VIB.ACE","C","S",1,"CS1_18",62,65,73,NA
"ACERUB25 HF DB_CS1_17","ACERUB25 HF DB","ACE.RUB","C","S",1,"CS1_17",76,86,89,NA
"ACESAC12 HF DB_CS1_17","ACESAC12 HF DB","ACE.SAC","C","S",1,"CS1_17",89,94,97,NA
"BETALL25 HF DB_CS1_17","BETALL25 HF DB","BET.ALL","C","S",1,"CS1_17",45,48,51,NA
"ACEPEN20 HF DB_CS1_16","ACEPEN20 HF DB","ACE.PEN","C","S",1,"CS1_16",35,48,56,NA
"ACESAC19 HF DB_CS1_16","ACESAC19 HF DB","ACE.SAC","C","S",1,"CS1_16",NA,NA,NA,NA
"ILEMUC 10 HF DB_CS1_16","ILEMUC 10 HF DB","ILE.MUC","C","S",1,"CS1_16",NA,NA,NA,NA
"COMPER 1 HF DB_CS1_15","COMPER 1 HF DB","COM.PER","C","S",1,"CS1_15",33,40,48,30
"CORCOR09_HF_CS1_15","CORCOR09_HF","COR.COR","C","S",1,"CS1_15",56,62,65,40
"ILEVER01 HF DB_CS1_15","ILEVER01 HF DB","ILE.VER","C","S",1,"CS1_15",19,24,28,NA
"ILEMUC 11 HF DB_CS1_14","ILEMUC 11 HF DB","ILE.MUC","C","S",1,"CS1_14",NA,NA,NA,NA
"ILEVER05 HF DB_CS1_14","ILEVER05 HF DB","ILE.VER","C","S",1,"CS1_14",22,28,30,NA
"PRUVIR 5 HF DB_CS1_14","PRUVIR 5 HF DB","PRU.VIR","C","S",1,"CS1_14",48,NA,NA,NA
"ILEVER6 HF DB_CS1_13","ILEVER6 HF DB","ILE.VER","C","S",1,"CS1_13",33,40,42,104
"PRUPEN16 HF DB_CS1_13","PRUPEN16 HF DB","PRU.PEN","C","S",1,"CS1_13",12,28,37,45
"PRUVIR 5 HF DB_CS1_13","PRUVIR 5 HF DB","PRU.VIR","C","S",1,"CS1_13",NA,NA,NA,NA
"ACEPEN14 HF DB_CS1_12","ACEPEN14 HF DB","ACE.PEN","C","S",1,"CS1_12",86,NA,NA,NA
"COMPER 6 HF DB_CS1_12","COMPER 6 HF DB","COM.PER","C","S",1,"CS1_12",33,40,48,NA
"ILEVER05 HF DB_CS1_12","ILEVER05 HF DB","ILE.VER","C","S",1,"CS1_12",28,35,40,NA
"ACERUB22 HF DB_CS1_11","ACERUB22 HF DB","ACE.RUB","C","S",1,"CS1_11",NA,112,NA,NA
"PRUVIR 7 HF DB_CS1_11","PRUVIR 7 HF DB","AME.SPP","C","S",1,"CS1_11",97,101,104,NA
"VACCOR 10 HF DB_CS1_11","VACCOR 10 HF DB","VAC.COR","C","S",1,"CS1_11",17,26,37,33
"ACESAC12 HF DB_CS1_10","ACESAC12 HF DB","ACE.SAC","C","S",1,"CS1_10",73,79,82,NA
"BETALL26 HF DB_CS1_10","BETALL26 HF DB","BET.ALL","C","S",1,"CS1_10",59,48,51,NA
"VIBACE? HF DB_CS1_10","VIBACE? HF DB","VIB.ACE","C","S",1,"CS1_10",91,NA,NA,NA
"ACESAC17 HF DB_CS1_1","ACESAC17 HF DB","ACE.SAC","C","S",1,"CS1_1",97,NA,110,NA
"BETALL34 HF DB_CS1_1","BETALL34 HF DB","BET.ALL","C","S",1,"CS1_1",56,65,70,NA
"CORCOR06 HF_CS1_1","CORCOR06 HF","COR.COR","C","S",1,"CS1_1",37,42,48,NA
"ACEPEN16 HF DB_CL1_9","ACEPEN16 HF DB","ACE.PEN","C","L",1,"CL1_9",33,42,48,56
"ILEVER01 HF DB_CL1_9","ILEVER01 HF DB","ILE.VER","C","L",1,"CL1_9",22,30,33,NA
"VIBACE5 HF DB_CL1_9","VIBACE5 HF DB","VIB.ACE","C","L",1,"CL1_9",35,40,45,NA
"COMPER 3 HF DB_CL1_8","COMPER 3 HF DB","COM.PER","C","L",1,"CL1_8",37,48,56,35
"ILEVER06 HF DB_CL1_8","ILEVER06 HF DB","ILE.VER","C","L",1,"CL1_8",24,26,30,NA
"PRUPEN 21 HF DB_CL1_8","PRUPEN 21 HF DB","BET.SPP","C","L",1,"CL1_8",26,35,40,NA
"ACEPEN16 HF DB_CL1_7","ACEPEN16 HF DB","ACE.PEN","C","L",1,"CL1_7",28,42,51,45
"BETALL32 HF DB_CL1_7","BETALL32 HF DB","BET.ALL","C","L",1,"CL1_7",54,56,65,NA
"ILEMUC 12 HF DB_CL1_7","ILEMUC 12 HF DB","ILE.MUC","C","L",1,"CL1_7",45,48,51,54
"ILEMUC 11 HF DB_CL1_6","ILEMUC 11 HF DB","ILE.MUC","C","L",1,"CL1_6",35,42,45,54
"ILEVER09 HF DB_CL1_6","ILEVER09 HF DB","ILE.VER","C","L",1,"CL1_6",NA,NA,28,NA
"VIBACE07 HF DB_CL1_6","VIBACE07 HF DB","VIB.ACE","C","L",1,"CL1_6",35,42,51,NA
"ACESAC18 HF DB_CL1_5","ACESAC18 HF DB","ACE.SAC","C","L",1,"CL1_5",99,NA,NA,NA
"COMPER 2 HF DB_CL1_5","COMPER 2 HF DB","COM.PER","C","L",1,"CL1_5",48,56,62,35
"PRUVIR 2 HF DB_CL1_5","PRUVIR 2 HF DB","PRU.VIR","C","L",1,"CL1_5",NA,NA,NA,NA
"ACEPEN20 HF DB_CL1_4","ACEPEN20 HF DB","ACE.PEN","C","L",1,"CL1_4",26,40,51,NA
"ACERUB23 HF DB_CL1_4","ACERUB23 HF DB","ACE.RUB","C","L",1,"CL1_4",99,NA,NA,NA
"BETALL25 HF DB_CL1_4","BETALL25 HF DB","BET.ALL","C","L",1,"CL1_4",35,40,51,NA
"COMPER 1 HF DB_CL1_3","COMPER 1 HF DB","COM.PER","C","L",1,"CL1_3",33,37,54,30
"CORCOR07_HF_CL1_3","CORCOR07_HF","COR.COR","C","L",1,"CL1_3",54,59,65,62
"ILEMUC 9 HF DB_CL1_3","ILEMUC 9 HF DB","ILE.MUC","C","L",1,"CL1_3",33,42,45,42
"ACEPEN17 HF DB_CL1_24","ACEPEN17 HF DB","ACE.PEN","C","L",1,"CL1_24",35,48,51,54
"COMPER 1 HF DB_CL1_24","COMPER 1 HF DB","COM.PER","C","L",1,"CL1_24",28,37,48,19
"ILEMUC 14 HF DB_CL1_24","ILEMUC 14 HF DB","ILE.MUC","C","L",1,"CL1_24",33,37,42,NA
"CORCOR 17 HF DB_CL1_23","CORCOR 17 HF DB","COR.COR","C","L",1,"CL1_23",48,51,56,45
"ILEVER03 HF DB_CL1_23","ILEVER03 HF DB","ILE.VER","C","L",1,"CL1_23",22,28,NA,NA
"PRUPEN 22 HF DB_CL1_23","PRUPEN 22 HF DB","PRU.PEN","C","L",1,"CL1_23",9,17,22,35
"CORCOR 15 HF DB_CL1_22","CORCOR 15 HF DB","COR.COR","C","L",1,"CL1_22",62,65,68,33
"PRUPEN 22 HF DB_CL1_22","PRUPEN 22 HF DB","PRU.PEN","C","L",1,"CL1_22",28,33,42,NA
"VIBACE07 HF DB_CL1_22","VIBACE07 HF DB","VIB.ACE","C","L",1,"CL1_22",30,35,40,73
"BETALL26 HF DB_CL1_21","BETALL26 HF DB","BET.ALL","C","L",1,"CL1_21",48,51,62,NA
"CORCOR 15 HF DB_CL1_21","CORCOR 15 HF DB","COR.COR","C","L",1,"CL1_21",54,62,65,33
"VACCOR 6 HF DB_CL1_21","VACCOR 6 HF DB","VAC.COR","C","L",1,"CL1_21",22,30,37,33
"ACESAC17 HF DB_CL1_20","ACESAC17 HF DB","ACE.SAC","C","L",1,"CL1_20",76,82,89,NA
"COMPER 1 HF DB_CL1_20","COMPER 1 HF DB","COM.PER","C","L",1,"CL1_20",33,42,51,37
"VACCOR 8 HF DB_CL1_20","VACCOR 8 HF DB","VAC.COR","C","L",1,"CL1_20",12,19,26,26
"ACESAC17 HF DB_CL1_2","ACESAC17 HF DB","ACE.SAC","C","L",1,"CL1_2",79,84,86,NA
"BETALL33 HF DB_CL1_2","BETALL33 HF DB","BET.ALL","C","L",1,"CL1_2",62,68,76,NA
"ILEVER07 HF DB_CL1_2","ILEVER07 HF DB","ILE.VER","C","L",1,"CL1_2",22,26,28,NA
"ACESAC13 HF DB_CL1_19","ACESAC13 HF DB","ACE.SAC","C","L",1,"CL1_19",79,NA,84,NA
"PRUVIR 5 HF DB_CL1_19","PRUVIR 5 HF DB","PRU.VIR","C","L",1,"CL1_19",54,NA,NA,NA
"VIBACE02 HF DB_CL1_19","VIBACE02 HF DB","VIB.ACE","C","L",1,"CL1_19",37,45,51,NA
"ACERUB22 HF DB_CL1_18","ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_18",84,94,99,NA
"PRUVIR 4 HF DB_CL1_18","PRUVIR 4 HF DB","PRU.VIR","C","L",1,"CL1_18",56,62,65,79
"VIBACE5 HF DB_CL1_18","VIBACE5 HF DB","VIB.ACE","C","L",1,"CL1_18",33,35,40,76
"ILEMUC 12 HF DB_CL1_17","ILEMUC 12 HF DB","ILE.MUC","C","L",1,"CL1_17",33,40,42,45
"PRUVIR 6 HF DB_CL1_17","PRUVIR 6 HF DB","PRU.VIR","C","L",1,"CL1_17",99,107,NA,NA
"VACCOR 2 HF DB_CL1_17","VACCOR 2 HF DB","VAC.COR","C","L",1,"CL1_17",22,26,33,35
"ACEPEN20 HF DB_CL1_16","ACEPEN20 HF DB","ACE.PEN","C","L",1,"CL1_16",35,51,59,NA
"ACESAC18 HF DB_CL1_16","ACESAC18 HF DB","ACE.SAC","C","L",1,"CL1_16",NA,NA,NA,NA
"COMPER 1 HF DB_CL1_16","COMPER 1 HF DB","COM.PER","C","L",1,"CL1_16",33,37,54,28
"ACESAC19 HF DB_CL1_15","ACESAC19 HF DB","ACE.SAC","C","L",1,"CL1_15",86,NA,91,NA
"ILEVER09 HF DB1_CL1_15","ILEVER09 HF DB1","ILE.VER","C","L",1,"CL1_15",22,24,28,NA
"PRUPEN 21 HF DB_CL1_15","PRUPEN 21 HF DB","BET.SPP","C","L",1,"CL1_15",30,33,42,NA
"ACERUB27 HF DB_CL1_14","ACERUB27 HF DB","ACE.RUB","C","L",1,"CL1_14",NA,NA,NA,NA
"CORCOR09_HF_CL1_14","CORCOR09_HF","COR.COR","C","L",1,"CL1_14",48,54,62,NA
"VACCOR 2 HF DB_CL1_14","VACCOR 2 HF DB","VAC.COR","C","L",1,"CL1_14",14,26,45,30
"ACERUB26 HF DB_CL1_13","ACERUB26 HF DB","ACE.RUB","C","L",1,"CL1_13",82,89,91,NA
"ILEMUC 11 HF DB_CL1_13","ILEMUC 11 HF DB","ILE.MUC","C","L",1,"CL1_13",22,26,35,NA
"PRUVIR 6 HF DB_CL1_13","PRUVIR 6 HF DB","PRU.VIR","C","L",1,"CL1_13",33,48,54,76
"ACERUB22 HF DB_CL1_12","ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_12",86,94,99,NA
"PRUVIR 7 HF DB_CL1_12","PRUVIR 7 HF DB","AME.SPP","C","L",1,"CL1_12",NA,NA,NA,NA
"VIBACE10 HF DB_CL1_12","VIBACE10 HF DB","VIB.ACE","C","L",1,"CL1_12",22,42,51,82
"ACEPEN15 HF DB_CL1_11","ACEPEN15 HF DB","ACE.PEN","C","L",1,"CL1_11",37,51,62,59
"ACERUB22 HF DB_CL1_11","ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_11",84,94,97,NA
"PRUPEN 26 HF DB_CL1_11","PRUPEN 26 HF DB","PRU.PEN","C","L",1,"CL1_11",12,22,35,33
"BETALL31 HF DB_CL1_10","BETALL31 HF DB","BET.ALL","C","L",1,"CL1_10",30,51,56,NA
"PRUPEN 24 HF DB_CL1_10","PRUPEN 24 HF DB","PRU.PEN","C","L",1,"CL1_10",30,35,45,NA
"VACCOR 6 HF DB_CL1_10","VACCOR 6 HF DB","VAC.COR","C","L",1,"CL1_10",26,33,35,NA
"BETALL26 HF DB_CL1_1","BETALL26 HF DB","BET.ALL","C","L",1,"CL1_1",37,51,56,NA
"CORCOR07_HF_CL1_1","CORCOR07_HF","COR.COR","C","L",1,"CL1_1",45,48,54,NA
"VACCOR 1 HF DB_CL1_1","VACCOR 1 HF DB","VAC.COR","C","L",1,"CL1_1",12,24,28,33
